video_url,video_id,user_username,video_thumbnail_url,video_alt_info_text,like_count_text,crawling_algorithm
https://www.tiktok.com/@yurileeeee/video/7537363960199204109,7537363960199204109,yurileeeee,https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o0EE4DfE9gmNorYSpIBdROAFFfIAFJE0DpmhGa~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=pXgr0YZohvBUTptKl7qn41BgX7M%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,veesun95のเสียงต้นฉบับ - kittikmrを使用してSkinfluencerが作成したBack to school morning routine.  -eye steam mask: megrythm (link in my bio) -overnight mask: @biodance_official caviar PDRN -silk gloves: Amazon (link in my bio) -castor oil pack: Amazon (link in my bio) -ear seeds: @byAVA  -vibration plate: Amazon (link in my bio) -hydrogen water bottle: @OCEMIDA (link in my bio) -face towel: @Clean Skin Club  -azelaic acid serum& tranexamic acid serum: @ALLIESOFSKIN  -pore minimizing cream: @LuxYuri  -tinted SPF: @LIGHTSAVER  -neck SPF: @neuradermofficial  -brow mascara: @NYX Professional Makeup AUBURN -skin tint stick: @Charlotte Tilbury 2fair -bush: @Glow Recipe berry flush -concealer: @Colorescience total eye FAIR -mascara: @Hourglass Cosmetics unlocked ULTRA BLACK -eye liner: @NARS Cosmetics lipliner SPUNK -lip combos: @rhode skin lip pencil PRESS @Dior ADDICT 077 @Fenty Beauty gloss bomb champ stamp fantasy -hair oil: @土屋 可奈 Kana Tsuchiya  #morningroutine #beautyroutine #openingshift #morningshift #caviarpdrn  ,275.6K,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7455798541332598062,7455798541332598062,yurileeeee,https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oQu9IA4EjkAfYFBBUAAF1IAeEAEO8eDH4NUHFE~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=BYiUNIg03cNGOORmdG0Sx91PZBg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,"田东昱のLa vie en rose (Cover Edith Piaf)を使用してSkinfluencerが作成したHomemade marshmallow I can’t stop eating🥹  [Gelatin mixture] -Combine 1/4 cup beef gelatin& 1/2 cup hot water [Maple syrup mixture] -Combine 1 cup maple syrup(honey is ok too), 1/2 cup water and 2 tsp vanilla essence. Bring to a boil and keep stirring for 8min -combine Gelatin mixture and syrup mixture. -whisk it for 8-10min until it gets fluffy. -transfer into a container and rest it in the fridge until hardens. ##marshmallow##homemademarshmallows##collagen##skinfood##glassskin##guthealth##hairhealth",55.7K,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7478354053425007914,7478354053425007914,yurileeeee,https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/okgnXEHSnD7DcADfADBsvGTyFDMISIfR3EoMIz~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=FOu3zTgtpYa1shqzxMOPuJPrSTA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,Hollywood Strings OrchestraのA Summer Placeを使用してSkinfluencerが作成したPart 111 | Gua Sha titorial for #doublechin #11 lines #smilelines #frownlines #guasha #guashatutorial #facemassage #SelfCare,104.4K,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7566242016540020023,7566242016540020023,yurileeeee,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oEgBgNHYjYiAAfGSnLASeYQ5UIVIrIeAkDWnC6~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=uddcDqLGxKxYgA2xT4wEbaZx27M%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,"AllMusicGalleryのP.I.Tchaikovsky, Swan Lake (Swan Theme)を使用してSkinfluencerが作成した38 year old mom AM skincare🤍 #medicalgradeskincare #hyaluronicacid #leddevice #kbeauty #pdrn ",402,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7565880400124382477,7565880400124382477,yurileeeee,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oAW9NU5jfAf3OOTQQtlsPG0FIAe8gkfwRqAAgM~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=qhdjrlF2sXdVH8JhPBOV2Ks8Dtg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,Skinfluencerのoriginal soundを使用してSkinfluencerが作成したRating face and body treatments in Korea🇰🇷 #kbeauty #xerf #ondalifting #emsculpt #stemcelltherapy ,3245,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7564405164900175118,7564405164900175118,yurileeeee,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oURrSiBWRED1GI95a6iIVTBAKDLgn6J6fofROv~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=SLQOwXVq1aeBk5yRw%2Fb%2BF%2BD%2Bqbk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,"AllMusicGalleryのL.Boccherini, Minuet from String Quartet No.5 in F majorを使用してSkinfluencerが作成したI love Korea 🇰🇷#grwm #koreanskincare #tightening #lifting #antiaging ",1158,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7564044372329680183,7564044372329680183,yurileeeee,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o0PIgxdLQfEIkZ8C1xEGeHkjNnALFgcA12eRQ8~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=RoGhdz74KpoXzks%2F3WXkyvs273g%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,"Skinfluencerのoriginal soundを使用してSkinfluencerが作成したCapture routine for 3 skin concerns.@Diorbeauty Retishot, Hyalushot and Pro-Collagen Shot. #diorbeautypartner #diorcapture #diorskincare #dullskin #eyecontour",331,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7563656931634728206,7563656931634728206,yurileeeee,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oEgIOQ0MAfqCFRfW8gRjHGAIQy3vj7QywVvf5k~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=Er0oE4ndYdP3kgvni6kfBUmFZiU%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,🤍🎧のoriginal soundを使用してSkinfluencerが作成したGotta keep my cell vibrating😂 kinda worked! #vibrationalfrequency #wellness #lymphaticdrainagemassage #bowelmovement #morningroutine ,1081,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7563291150136790327,7563291150136790327,yurileeeee,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oM5o5cVlGAFmCRoBgEF59NSDtf2LfXjEDEBb2I~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=vmkZCeNpcHFC8ehGYzc7sWTgE7c%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,Febsss.のoriginal sound - Febsss.を使用してSkinfluencerが作成したBasically same as skin!! #haircare #hairhealth #shinyhair #healthyhair #hairtips @yuki_hair_la ,480,selenium-human-like-1
https://www.tiktok.com/@yurileeeee/video/7562233108523765047,7562233108523765047,yurileeeee,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oI0yv2g8fAIEYHPBDDRoqwBQcEDSFEYqen8Igs~tplv-tiktokx-origin.image?dr=14575&x-expires=1761829200&x-signature=goBG46IvZjZ5tnjiuO%2BMtpYO88I%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,Trap Remix GuysのSex and the City (Trap Remix)を使用してSkinfluencerが作成したI’m just a girl🌸 @Heveblue @rhode skin @EADEM @NARS Cosmetics @Dr.Althea US @Diorbeauty #glowyskin #dewyskin #collagen #perfume #whatsinmybag ,1709,selenium-human-like-1
