video_url,video_id,user_username,video_thumbnail_url,video_alt_info_text,like_count_text,crawling_algorithm
https://www.tiktok.com/@nito_ninaritai_na/video/7502384601831345415,7502384601831345415,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oY23LfAd4AgpRsBeOYGgBEFETgGwvRkCg0Qgee?lk3s=81f88b70&x-expires=1747659600&x-signature=ni0h3sEdiZXv7zh6nXl8U9KR3ow%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した楽天とかで買えるぞ‼️ プロフにもお得に買える公式サイト貼りました💖✨ #ヘアケア#艶髪#ツヤ髪#髪質改善#癖毛#くせ毛#ハイパーリンクセラム##スリーピングマスクpr,55,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7500523284333595922,7500523284333595922,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/osMNjAsJ0wA2y7qXA8iiwqB2CCAI3O4IEvfXq5?lk3s=81f88b70&x-expires=1747659600&x-signature=SQMeVF3xR2Rqn7P64u6Dh4FJVCk%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した好きぴとの夜は絶対やっておいて？😏💜 #VIO#デリケートゾーン#ファムケア#pr#セルノートホイップ#初夜,42,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7499415675090291986,7499415675090291986,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYUTIaEc0EuyCGA9RACiJUMiI9BA6cAcfwPFtU?lk3s=81f88b70&x-expires=1747659600&x-signature=mCFEGHwo54nZ5xF5q0SNV3rL9p4%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成したデリケートゾーンのケアは大事だよ(˘ω˘)💖 #V#VIOリケートゾーン#ファムケア#pr,36,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7505359397061807378,7505359397061807378,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ow0JBRfDQI6UR6oE1yP2ZKcGQBTAeER4FF14Qg?lk3s=81f88b70&x-expires=1747659600&x-signature=Q%2Fpeya4fJlNTKNFWSQKnxvcLk%2Fg%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成したこれぞモテ女の香りだぞ？？？ #美容#ヘアオイル#ダイヤモンドオイル#ツヤ髪#pr ,29,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7504983565172493575,7504983565172493575,nito_ninaritai_na,https://p77-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oQAiAkId9ABmODYAAECuzkAsPixYcTaBUnaEi?lk3s=81f88b70&x-expires=1747659600&x-signature=3iLYrFLHdeRgArJp73nEY2FYdm4%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成したまっじで良すぎたヘアオイル、髪綺麗にしたい全女子におすすめしたい🥺ドンキや楽天お買い物マラソンでお得に買えるのでプロフからチェックしてね🫧✨ #ヘアケア#ダイヤモンドオイル#pr,51,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7504611671143353608,7504611671143353608,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o8AWNdhnBBgfi0MveKLWUSeQAjMUCiA5fA8fSR?lk3s=81f88b70&x-expires=1747659600&x-signature=cDELzoMBCpqYGq154PEGkC3yGdE%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した髪がサラサラになるドンキで買えるこのオイル知ってる？😳🫧 #ヘアケア#ツヤ髪#ダイヤモンドオイル#ブリーチ#pr,71,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7504235446684241160,7504235446684241160,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o8fbBVm0Go8hIgEgZe4FHE8DBA07JIRkYvQADB?lk3s=81f88b70&x-expires=1747659600&x-signature=wyXyLpgBEyyJUvaOdC6btrGv3c4%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した楽天お買い物マラソンで買えるよかいもの🛍️保存必須💞 髪サラサラにしたい子は、絶対試してみて😳✨ #ヘアケア#ツヤ髪#髪質改善#サラサラ#pr#ダイヤモンドオイル ,52,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7503866628812049682,7503866628812049682,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oALjeRIQNwiodjgvIt2lFDAIGeAzLDEHfC4QiI?lk3s=81f88b70&x-expires=1747659600&x-signature=U6nljid58dXfLRYyRUdYrsfx8JM%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成したバズってる正直レビュー🧡 #pr#スリーピングマスク#ハイパーリンクセラム,63,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7503498409291304199,7503498409291304199,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ocyyBCMt0YAuJhChA7iiwPBzCEAIFIFIIbfauO?lk3s=81f88b70&x-expires=1747659600&x-signature=rImPImtdVErtDFONRk7heedlRr4%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した忘れないように保存しときな？💽🥺 #ヘアケア#ツヤ髪#ヘアオイル#髪質改善#癖毛 #pr,56,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7503120142465781010,7503120142465781010,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYwI4Ic5AA6tDA1fjFfsNQDCm9QDWEIFAkPfDg?lk3s=81f88b70&x-expires=1747659600&x-signature=HHjmky9PEJQI5V%2FmUry4KT9rONM%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した髪の毛どんなに時間かけても、なかなかサラサラストレートにならない人！コレ一回試してみて😳💞 #ヘアケア#艶髪#ツヤ髪#髪質改善#癖毛#ハイパーリンクセラム#ダイヤモンドオイル,80,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7502757369626103058,7502757369626103058,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oohSDHeGogOmjtQIETfAxPlkeCDAwIsjLHWXgA?lk3s=81f88b70&x-expires=1747659600&x-signature=%2BEdxlQgWxvd6jKUHRZHL2PUCuO4%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した使ってすぐ効果出たわけじゃないけど、確実に匂いも色も良くなった🫶🏻コレで三千円しないのはお得すぎる🥺 #正直レビュー#プレミアムホイップ#vio #デリケートゾーン #pr ,45,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7501265694407822599,7501265694407822599,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oE6iAVIB4WBkZ2YAAEB3L3cWPFtonJcBLZaEi?lk3s=81f88b70&x-expires=1747659600&x-signature=QRYvhirMjpSPODHJwUQU93q%2BuZA%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成したセルノートのVIOホイップおすすめ💖✨ #VIO#デリケートゾーン#ファムケア#pr#セルノートホイップ,49,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7500155441897360647,7500155441897360647,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okDweEwBdQ5KVFCIvoifIN46Wu3YCjAPVQIeAD?lk3s=81f88b70&x-expires=1747659600&x-signature=BZ3JD9zY2l1NV80KHfjfkZUfUdk%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成したGWすきぴと過ごす子、必見🫶🏻💖VIOのケアは絶対済ませときな？？？ #VIO#デリケートゾーン#ファムケア#pr#セルノートホイップ,41,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7498300103774522632,7498300103774522632,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o0B0pi1AgIUBNiyCKuxf8gZDbZrNAIwWP0E6AA?lk3s=81f88b70&x-expires=1747659600&x-signature=gHAFsYCSNuk5ccW8ldnT7EIDFEk%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成したゼッテー髪サラサラになれるから保存しときな？？？ #ヘアケア#艶髪#ツヤ髪#髪質改善#癖毛#くせ毛#ボンパルム#pr,103,selenium-human-like-1
https://www.tiktok.com/@nito_ninaritai_na/video/7497932977305947399,7497932977305947399,nito_ninaritai_na,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oEGcwRgDfAIeFHY7CDRodKBmBEBQFESdvgYQ73?lk3s=81f88b70&x-expires=1747659600&x-signature=67miI2Q%2BKsjdms1qPz2UFPq8iNo%3D&shp=81f88b70&shcp=-,いくらちゃん🍣のオリジナル楽曲 - いくらちゃん🍣を使用していくらちゃん🍣が作成した楽天とかで買えるぞう🧴🫧プロフにもお得に買える公式サイト貼りました🙆‍♀️✨ #ヘアケア#艶髪#ツヤ髪#髪質改善#癖毛#くせ毛#ボンパルム #pr,347,selenium-human-like-1
